customerID;gender;tenure;MultipleLines;MonthlyCharges;StreamingTV;DeviceProtection;Contract;Churn
2586-CWXVV;Male;54;No phone service;30.4;No;No;Month-to-month;No
3096-IZETN;Female;12;No;78.1;No;No;Month-to-month;Yes
2348-KCJLT;Female;44;No;61.5;No;Yes;One year;No
8401-EMUWF;Male;42;Yes;69.4;Yes;No;Month-to-month;No
4193-IBKSW;Male;72;Yes;24.75;No internet service;No internet service;Two year;No
5377-NDTOU;Female;71;Yes;91.05;Yes;Yes;Two year;No
5922-ABDVO;Female;19;Yes;89.65;No;Yes;Month-to-month;Yes
2474-LCNUE;Female;23;Yes;73.65;Yes;No;Month-to-month;No
0839-QNXME;Female;30;No;19.4;No internet service;No internet service;Two year;No
3506-OVLKD;Male;35;Yes;26.2;No internet service;No internet service;One year;No
9172-ANCRX;Female;10;Yes;98.7;Yes;No;Month-to-month;Yes
6650-VJONK;Male;1;No;43.85;No;No;Month-to-month;Yes
2178-PMGCJ;Male;22;No;69.7;No;No;Month-to-month;No
7492-TAFJD;Male;7;No phone service;38.55;No;Yes;Two year;No
2773-MADBQ;Female;36;No phone service;53.1;No;Yes;Two year;No
6016-LVTJQ;Female;34;No;20.65;No internet service;No internet service;Month-to-month;No
7860-KSUGX;Male;72;Yes;64.45;No;Yes;Two year;No
8966-KZXXA;Male;36;Yes;25.1;No internet service;No internet service;Two year;No
6910-HADCM;Female;1;No;76.35;No;Yes;Month-to-month;Yes
4816-LXZYW;Female;23;Yes;79.15;No;No;Month-to-month;Yes
9606-PBKBQ;Male;32;Yes;85;No;No;Month-to-month;Yes
5149-QYTTU;Female;71;Yes;95.15;No;Yes;One year;No
2070-XYMFH;Female;23;Yes;79.35;No;Yes;Month-to-month;No
2085-BOJKI;Male;17;No;96.65;Yes;Yes;One year;No
0817-HSUSE;Male;1;No;75.5;Yes;Yes;Month-to-month;Yes
5442-PPTJY;Male;12;No;19.7;No internet service;No internet service;Two year;No
1927-QEWMY;Female;72;No;20.5;No internet service;No internet service;Two year;No
1663-MHLHE;Male;1;No;19.2;No internet service;No internet service;Month-to-month;Yes
5663-QBGIS;Male;72;Yes;98.35;Yes;No;Two year;No
4450-MDZFX;Male;60;Yes;74.35;No;No;Month-to-month;No
6701-DHKWQ;Female;61;No phone service;51.35;Yes;Yes;Two year;No
7554-AKDQF;Female;6;No;45.65;No;No;Month-to-month;Yes
3536-IQCTX;Male;32;Yes;85.3;No;No;Month-to-month;Yes
4911-BANWH;Female;31;Yes;86.55;Yes;No;Month-to-month;Yes
8496-EJAUI;Male;19;No;73.85;No;No;Month-to-month;Yes
0794-YVSGE;Male;72;No;20.3;No internet service;No internet service;Two year;No
5423-BHIXO;Female;32;Yes;54.2;No;No;Month-to-month;No
6908-VVYHM;Male;65;Yes;90.65;No;No;Month-to-month;No
2959-EEXWB;Female;45;No phone service;50.9;Yes;No;Month-to-month;No
1839-UMACK;Male;42;Yes;25.05;No internet service;No internet service;One year;No
3030-YDNRM;Male;8;Yes;74.85;No;No;Month-to-month;No
7321-KKSDU;Male;32;No;20.5;No internet service;No internet service;Two year;No
3402-XRIUO;Female;22;Yes;63.55;No;No;Month-to-month;No
3132-TVFDZ;Male;57;No phone service;44.85;Yes;No;Month-to-month;Yes
8286-AFUYI;Male;1;No;47.95;No;No;Month-to-month;Yes
8080-DDEMJ;Male;1;No;45.1;No;No;Month-to-month;Yes
8356-WUAOJ;Female;1;No;45;No;No;Month-to-month;Yes
6365-MTGZX;Male;24;No;96;Yes;No;Month-to-month;Yes
1349-WXNGG;Male;1;No;20.05;No internet service;No internet service;Month-to-month;Yes
8058-DMYRU;Male;54;Yes;90.05;No;No;Month-to-month;No
9350-ZXYJC;Female;4;Yes;25.3;No internet service;No internet service;Two year;No
6990-YNRIO;Male;65;Yes;108.65;Yes;Yes;Two year;No
8958-JPTRR;Female;56;Yes;24.3;No internet service;No internet service;One year;No
6959-GQEGV;Male;45;No;75.95;Yes;Yes;Month-to-month;No
3173-WSSUE;Female;71;No;19.7;No internet service;No internet service;Two year;No
1265-HVPZB;Male;59;No;66.4;Yes;Yes;One year;No
4115-UMJFQ;Male;69;No phone service;35.75;No;Yes;One year;No
7369-TRPFD;Male;19;No;18.8;No internet service;No internet service;One year;No
1098-KFQEC;Female;55;No;19.4;No internet service;No internet service;Two year;No
7190-XHTWJ;Female;38;No;19.3;No internet service;No internet service;One year;No
0621-TWIEM;Male;10;No;45.55;No;No;Month-to-month;No
3537-RYBHH;Female;47;Yes;67.45;No;Yes;Month-to-month;No
2485-ITVKB;Female;2;No phone service;35.1;No;No;Month-to-month;Yes
3669-OYSJI;Male;1;No;46.2;No;No;Month-to-month;Yes
1612-EOHDH;Female;1;No;45.15;No;No;Month-to-month;Yes
6702-OHFWR;Male;1;No phone service;43.3;No;Yes;Month-to-month;Yes
5296-BFCYD;Male;46;No;20.1;No internet service;No internet service;Two year;No
4510-PYUSH;Female;38;No;57.15;No;No;Month-to-month;No
9359-JANWS;Female;65;No;58.9;No;Yes;Two year;No
7517-SAWMO;Female;19;No;73.2;No;No;Month-to-month;Yes
4143-HHPMK;Male;52;No;85.35;No;No;Month-to-month;No
3279-DYZQM;Male;71;No;19.45;No internet service;No internet service;Two year;No
7054-LGEQW;Female;1;No;45.95;No;No;Month-to-month;Yes
0523-VNGTF;Female;52;No phone service;50.5;Yes;Yes;Month-to-month;No
9575-IWCAZ;Male;6;Yes;25.1;No internet service;No internet service;One year;No
7105-MXJLL;Female;26;No;60.7;No;Yes;One year;No
7064-FRRSW;Male;48;Yes;99;Yes;No;One year;No
7940-UQQUG;Female;64;Yes;104.4;Yes;No;One year;No
0923-PNFUB;Female;3;No;83.75;Yes;No;Month-to-month;Yes
3961-SXAXY;Male;1;No;44.05;No;No;Month-to-month;Yes
7010-BRBUU;Male;72;Yes;24.1;No internet service;No internet service;Two year;No
3566-HJGPK;Male;1;No;45.55;No;No;Month-to-month;Yes
3062-ICYZQ;Female;51;Yes;93.8;No;No;Month-to-month;No
9938-PRCVK;Female;41;No;19.7;No internet service;No internet service;Two year;No
0973-KYVNF;Female;72;No;70.65;Yes;Yes;Two year;No
5129-HHMZC;Female;43;Yes;86.45;Yes;No;Two year;No
9637-CDTKZ;Male;72;Yes;114.1;Yes;Yes;Two year;No
3946-JEWRQ;Male;47;Yes;95.2;Yes;No;One year;No
7873-CVMAW;Male;72;Yes;88.55;Yes;Yes;Two year;No
0463-WZZKO;Male;3;No;20.75;No internet service;No internet service;Month-to-month;Yes
3494-JCHRQ;Male;1;No;70.05;No;No;Month-to-month;Yes
6474-FVJLC;Male;2;Yes;86;No;No;Month-to-month;Yes
4524-QCSSM;Male;26;No phone service;44.65;No;No;Month-to-month;No
5832-EXGTT;Male;29;No;60.2;No;No;Month-to-month;No
8840-DQLGN;Female;35;Yes;100.5;Yes;No;Month-to-month;Yes
2039-JONDJ;Male;27;No;55.45;No;No;One year;No
7217-JYHOQ;Male;24;No;70.3;No;No;Month-to-month;No
6695-FRVEC;Male;67;No;60.4;No;Yes;Two year;No
4547-LYTDD;Female;16;Yes;72.65;No;No;Month-to-month;Yes
9894-QMIMJ;Female;23;No;55.8;No;Yes;One year;No
8069-YQQAJ;Male;14;No phone service;31.1;No;No;Month-to-month;No
6770-XUAGN;Female;1;No;21;No internet service;No internet service;Month-to-month;Yes
4193-ORFCL;Female;1;No;45.1;No;No;Month-to-month;Yes
1636-NTNCO;Male;4;No phone service;50.95;Yes;No;Month-to-month;Yes
3466-WAESX;Male;16;Yes;69.1;No;No;Month-to-month;No
9281-PKKZE;Female;46;No phone service;43.95;Yes;No;Month-to-month;No
3638-VBZTA;Male;68;Yes;86.5;Yes;No;Two year;No
7459-IMVYU;Male;38;Yes;69.95;No;Yes;Month-to-month;No
7776-QWNFX;Male;30;No;50.4;No;No;Month-to-month;No
6689-TCZHQ;Female;5;No;78.95;No;No;Month-to-month;Yes
8563-OYMQY;Male;17;No;90.95;No;Yes;Month-to-month;No
0754-EEBDC;Male;4;No;19.9;No internet service;No internet service;Two year;No
5777-ZPQNC;Female;12;No;20.15;No internet service;No internet service;One year;No
1951-IEYXM;Male;72;Yes;90.6;Yes;Yes;Two year;No
3318-NMQXL;Male;3;No;92;Yes;No;Month-to-month;Yes
3143-ILDAL;Male;56;Yes;94.45;No;No;Month-to-month;No
1022-RKXDR;Female;41;Yes;24.85;No internet service;No internet service;One year;No
2361-FJWNO;Male;40;No phone service;36;No;No;One year;No
2272-UOINI;Female;7;No;78.5;Yes;No;Month-to-month;No
8232-UTFOZ;Male;69;No;19.95;No internet service;No internet service;Two year;No
3750-YHRYO;Male;7;No;20.65;No internet service;No internet service;One year;No
6637-KYRCV;Female;5;No phone service;30.5;No;No;Month-to-month;No
5668-MEISB;Female;72;Yes;106.1;Yes;Yes;Two year;No
0129-QMPDR;Male;44;No;20.5;No internet service;No internet service;One year;No
7188-CBBBA;Female;65;Yes;95.5;Yes;Yes;One year;No
5356-CSVSQ;Female;3;Yes;64.6;Yes;No;Month-to-month;Yes
3221-CJMSG;Male;24;No;51.1;No;No;Month-to-month;No
4720-VSTSI;Female;44;Yes;84.8;No;Yes;Month-to-month;Yes
3219-JQRSL;Female;72;Yes;89.1;Yes;Yes;Two year;No
2801-NISEI;Male;24;No;54.95;No;No;Month-to-month;No
3946-MHCZW;Male;1;No;50.9;No;Yes;Month-to-month;Yes
4623-ZKHLY;Male;22;No;20.45;No internet service;No internet service;Month-to-month;No
6732-VAILE;Male;70;Yes;85.95;Yes;Yes;Two year;No
8201-AAXCB;Male;25;Yes;60.35;Yes;No;Month-to-month;No
7696-CFTAT;Male;37;No;19.8;No internet service;No internet service;Two year;No
1845-CSBRZ;Female;22;Yes;85.35;Yes;No;Month-to-month;No
2123-VSCOT;Female;59;Yes;72.1;Yes;Yes;Two year;No
6651-AZVTJ;Male;49;Yes;99.8;Yes;Yes;Month-to-month;No
4566-GOLUK;Male;47;Yes;107.35;Yes;Yes;Month-to-month;No
2484-DGXPZ;Female;31;No;19.55;No internet service;No internet service;Month-to-month;No
2018-QKYGT;Male;1;No;81.05;No;No;Month-to-month;Yes
2792-VPPET;Male;3;No;20.5;No internet service;No internet service;Month-to-month;Yes
7409-JURKQ;Female;53;Yes;111.8;Yes;Yes;One year;No
3247-MHJKM;Male;1;No;20.2;No internet service;No internet service;Month-to-month;Yes
1964-SVLEA;Male;20;No;19.7;No internet service;No internet service;One year;No
4587-NUKOX;Female;3;No;79.1;No;No;Month-to-month;Yes
7297-DVYGA;Female;51;No;19.85;No internet service;No internet service;One year;No
2239-CGBUZ;Female;51;No;60.5;No;No;One year;No
0854-UYHZD;Female;13;No;19.55;No internet service;No internet service;Two year;No
7243-LCGGZ;Female;1;No;20.9;No internet service;No internet service;Month-to-month;Yes
8267-KFGYD;Male;1;No;21.05;No internet service;No internet service;Month-to-month;Yes
4890-VMUAV;Male;63;Yes;71.5;No;Yes;One year;No
9261-WDCAF;Male;3;No;54.65;No;No;Month-to-month;Yes
3764-MNMOI;Male;46;No;19.2;No internet service;No internet service;Two year;No
7442-YGZFK;Male;1;Yes;49.8;No;No;Month-to-month;Yes
0420-BWTPW;Male;8;No phone service;25.5;No;No;Month-to-month;No
8229-BUJHX;Female;71;No;20.5;No internet service;No internet service;Two year;No
7449-HVPIV;Male;55;Yes;90.4;Yes;Yes;Month-to-month;No
5504-WSIUR;Female;70;Yes;90.25;No;Yes;One year;No
8183-ONMXC;Female;2;No;80.75;No;No;Month-to-month;Yes
8466-PZBLH;Male;67;Yes;104.6;Yes;No;Two year;No
9614-RMGHA;Male;65;Yes;91.85;Yes;No;Month-to-month;No
8735-IJJEG;Male;14;No;50.2;No;Yes;Month-to-month;No
0564-MUUQK;Female;20;Yes;95.5;No;Yes;Month-to-month;No
5054-IEXZT;Male;1;No;75.35;No;No;Month-to-month;Yes
5834-ASPWA;Male;1;Yes;75.45;No;No;Month-to-month;Yes
0701-RFGFI;Female;49;Yes;95.4;Yes;No;Month-to-month;No
0019-EFAEP;Female;72;Yes;101.3;Yes;Yes;Two year;No
5619-PTMIK;Female;46;Yes;53.1;No;No;Month-to-month;No
3737-XBQDD;Male;24;Yes;84.85;No;Yes;Month-to-month;No
5882-CMAZQ;Female;5;No phone service;34.25;No;No;Month-to-month;No
5846-QFDFI;Female;33;Yes;88.6;No;Yes;Month-to-month;No
4445-KWOKW;Female;42;Yes;60.15;No;No;One year;No
3511-APPBJ;Male;23;No;99.95;Yes;Yes;One year;No
7967-HYCDE;Male;8;No;70.7;No;No;Month-to-month;No
2430-RRYUW;Male;66;No;54.8;No;No;One year;No
3948-XHGNA;Male;24;No;49.55;No;No;Month-to-month;No
3723-BFBGR;Male;24;Yes;54.8;No;No;Month-to-month;No
0565-IYCGT;Male;69;Yes;78.6;No;Yes;One year;No
5447-WZAFP;Female;53;No;100.3;Yes;Yes;One year;No
5110-CHOPY;Female;60;No phone service;53.6;Yes;Yes;Two year;No
5445-UTODQ;Female;7;No;81.1;Yes;No;Month-to-month;Yes
4425-OWHWB;Female;20;No;19.35;No internet service;No internet service;One year;No
7892-QVYKW;Female;23;Yes;85.6;No;No;Month-to-month;No
9675-ICXCT;Male;72;No;80.8;Yes;Yes;Two year;No
1024-VRZHF;Male;11;Yes;74.95;No;No;Month-to-month;Yes
4703-MQYKT;Male;21;No;19.6;No internet service;No internet service;Two year;No
9497-QCMMS;Male;1;Yes;93.55;Yes;No;Month-to-month;Yes
5692-ICXLW;Male;31;Yes;90.7;Yes;No;Month-to-month;No
0602-DDUML;Female;57;No;69.75;Yes;Yes;Two year;No
2208-MPXIO;Female;45;No;20;No internet service;No internet service;Two year;No
1960-UYCNN;Male;10;Yes;95.25;No;Yes;Month-to-month;No
0348-SDKOL;Female;58;Yes;102.1;Yes;Yes;Month-to-month;No
3190-FZATL;Male;14;No;19.95;No internet service;No internet service;Month-to-month;No
7336-RLLRH;Male;27;Yes;80.85;Yes;No;One year;No
4373-MAVJG;Female;14;Yes;90.9;No;No;Month-to-month;Yes
8901-HJXTF;Female;12;No phone service;29.2;No;No;Month-to-month;No
7710-JSYOA;Female;69;Yes;93.3;No;No;Two year;No
5419-KLXBN;Female;25;No;89.15;Yes;Yes;Month-to-month;Yes
3424-NMNBO;Male;58;Yes;108.85;Yes;Yes;One year;No
9885-MFVSU;Female;35;No phone service;46.35;Yes;No;Two year;No
4514-GFCFI;Female;16;Yes;84.75;Yes;No;Month-to-month;Yes
0607-MVMGC;Male;45;Yes;78.75;Yes;Yes;One year;No
3365-SAIGS;Female;17;No;83.55;Yes;No;Month-to-month;No
9828-AOQLM;Female;1;No;45.7;No;No;Month-to-month;Yes
8022-BECSI;Male;22;No;19.6;No internet service;No internet service;One year;No
8000-REIQB;Female;1;No;69.95;No;No;Month-to-month;Yes
9993-LHIEB;Male;67;No;67.85;No;Yes;Two year;No
0266-CLZKZ;Female;67;Yes;105.65;Yes;Yes;Two year;No
7615-ESMYF;Female;2;No phone service;44.6;Yes;No;Month-to-month;Yes
3858-VOBET;Male;23;Yes;74.95;No;No;Month-to-month;Yes
7020-OZKXZ;Female;9;No;75.5;No;Yes;Month-to-month;No
3977-QCRSL;Female;5;No;20.15;No internet service;No internet service;Month-to-month;Yes
0017-DINOC;Male;54;No phone service;45.2;Yes;No;Two year;No
1447-PJGGA;Female;57;No;95.25;Yes;Yes;Two year;No
8565-CLBZW;Male;24;Yes;89.85;Yes;Yes;Month-to-month;Yes
9139-WQQDY;Female;49;Yes;100.45;Yes;No;One year;No
0224-HJAPT;Male;5;Yes;47.15;No;No;Month-to-month;Yes
8086-OVPWV;Male;2;No;80.2;No;No;Month-to-month;Yes
9430-FRQOC;Female;4;Yes;87.1;No;Yes;Month-to-month;Yes
7639-OPLNG;Male;70;Yes;79.25;Yes;Yes;Two year;No
3074-GQWYX;Male;5;Yes;75.9;No;No;Month-to-month;Yes
1492-QGCLU;Male;53;Yes;85.7;Yes;Yes;Month-to-month;No
6845-RGTYS;Female;47;Yes;98.75;Yes;Yes;Month-to-month;No
7328-OWMOM;Female;31;No;20.1;No internet service;No internet service;One year;No
4418-LZMSV;Male;13;No;61.8;No;Yes;Month-to-month;No
5155-AZQPB;Female;28;Yes;49.9;No;No;Month-to-month;No
8861-HGGKB;Female;10;Yes;86.45;No;No;Month-to-month;Yes
1087-GRUYI;Male;38;No;20.4;No internet service;No internet service;Two year;No
7065-YUNRY;Female;1;No;45.3;No;No;Month-to-month;Yes
7694-VLBWQ;Male;67;Yes;104.1;Yes;Yes;One year;No
2546-KZAAT;Male;52;No;75.4;Yes;No;One year;No
0181-RITDD;Male;62;No;108.15;Yes;Yes;Two year;No
5989-PGKJB;Female;16;No;86.25;No;No;Month-to-month;No
4795-KTRTH;Female;5;Yes;81;No;No;Month-to-month;Yes
8272-ONJLV;Male;12;No;95.7;Yes;Yes;One year;No
1488-PBLJN;Female;72;Yes;116.85;Yes;Yes;Two year;No
0308-GIQJT;Male;71;Yes;105.75;Yes;No;One year;No
3778-FOAQW;Female;24;No;20.15;No internet service;No internet service;One year;No
4452-ROHMO;Female;15;No;19.6;No internet service;No internet service;Two year;No
6481-OGDOO;Male;67;No;90.6;No;No;One year;No
3090-LETTY;Male;2;Yes;60.95;No;No;Month-to-month;Yes
5349-AZPEW;Female;5;No phone service;25.05;No;No;Month-to-month;No
3753-TSEMP;Female;15;No;88.15;Yes;No;Month-to-month;Yes
8305-VHZBZ;Male;1;No;20.2;No internet service;No internet service;Month-to-month;Yes
9720-JJJOR;Male;41;No;60.3;No;Yes;One year;No
8100-HZZLJ;Female;43;No;63.95;No;No;Month-to-month;No
8775-ERLNB;Male;1;Yes;74.3;No;No;Month-to-month;Yes
8309-IEYJD;Female;1;No;70.6;No;No;Month-to-month;Yes
9172-JITSM;Female;26;No;90.8;Yes;No;Month-to-month;Yes
6298-QDFNH;Male;22;Yes;79.35;No;No;Month-to-month;Yes
7398-HPYZQ;Male;71;Yes;90.55;Yes;Yes;Two year;No
3546-GHEAE;Male;7;No;19.45;No internet service;No internet service;Two year;No
7361-YPXFS;Female;28;Yes;64.45;No;Yes;Month-to-month;No
6557-BZXLQ;Male;16;No;69.65;No;No;Month-to-month;No
2550-QHZGP;Male;7;No;19.5;No internet service;No internet service;One year;No
7519-JTWQH;Female;69;Yes;110.5;Yes;Yes;Two year;No
2538-OIMXF;Female;1;No phone service;24.7;No;No;Month-to-month;No
8543-MSDMF;Male;3;No;77.4;Yes;Yes;Month-to-month;Yes
9961-JBNMK;Male;21;No;96.8;Yes;Yes;Month-to-month;Yes
1170-SASML;Female;69;Yes;85.4;No;Yes;Month-to-month;No
4872-JCVCA;Female;71;No phone service;47.6;No;Yes;Two year;No
5346-BZCHP;Female;69;No;19.4;No internet service;No internet service;Two year;No
2038-LLMLM;Female;48;Yes;103.85;Yes;Yes;Month-to-month;No
6173-ITPWD;Male;47;Yes;83.35;No;Yes;Month-to-month;No
9734-UYXQI;Female;2;Yes;49.4;No;No;Month-to-month;Yes
1216-BGTSP;Male;45;Yes;108.45;Yes;Yes;Month-to-month;No
4138-NAXED;Male;51;Yes;81;No;No;Month-to-month;No
2189-UXTKY;Female;22;Yes;79.2;Yes;No;Month-to-month;Yes
0744-BIKKF;Male;72;Yes;86.65;Yes;Yes;Two year;No
7483-IQWIB;Male;37;Yes;92.95;Yes;Yes;Month-to-month;No
5248-KWLAR;Male;71;Yes;90.35;Yes;Yes;Two year;No
4958-GZWIY;Male;7;No;48.7;No;Yes;Month-to-month;No
7996-MHXLW;Female;66;Yes;25.15;No internet service;No internet service;Two year;No
7833-PKIHD;Male;51;No;76.4;Yes;No;One year;No
7061-OVMIM;Female;30;No;19.55;No internet service;No internet service;One year;No
5153-RTHKF;Female;34;Yes;85.35;Yes;No;Month-to-month;No
1852-QSWCD;Male;64;Yes;24.8;No internet service;No internet service;Two year;No
4832-VRBMR;Male;65;Yes;103.15;Yes;Yes;One year;No
9079-LWTFD;Male;47;Yes;100.75;Yes;No;Month-to-month;No
6356-ELRKD;Female;1;No;95.6;Yes;No;Month-to-month;Yes
8624-GIOUT;Female;49;Yes;59.75;No;No;Month-to-month;No
3392-EHMNK;Female;67;Yes;94.1;Yes;No;Two year;No
5986-WWXDV;Male;39;No;19.35;No internet service;No internet service;One year;No
3061-BCKYI;Male;14;No;19.9;No internet service;No internet service;Month-to-month;No
6179-GJPSO;Female;43;No;108.15;Yes;No;Month-to-month;Yes
7901-TBKJX;Male;56;Yes;101.05;Yes;Yes;Month-to-month;No
7228-PAQPD;Female;14;No;59.1;No;No;One year;No
3177-LASXD;Female;1;No;71.35;No;No;Month-to-month;Yes
7746-QYVCO;Male;16;No;55.85;No;No;One year;No
5804-HYIEZ;Male;70;Yes;106.05;Yes;No;Month-to-month;No
9919-FZDED;Male;72;Yes;84.1;Yes;Yes;Two year;No
5934-TSSAU;Female;23;No;75.3;No;Yes;Month-to-month;No
3486-KHMLI;Male;21;Yes;24.7;No internet service;No internet service;Month-to-month;No
4897-QSUYC;Female;1;No;20.15;No internet service;No internet service;Month-to-month;Yes
1084-UQCHV;Male;1;No;69.75;No;No;Month-to-month;Yes
8290-YWKHZ;Female;32;Yes;93.2;Yes;No;Month-to-month;Yes
2955-BJZHG;Male;17;No;80.85;Yes;No;Month-to-month;Yes
3806-DXQOM;Female;4;No phone service;33.65;No;No;Month-to-month;Yes
6784-XYJAE;Female;36;Yes;55.8;No;Yes;One year;No
3933-DQPWX;Female;50;No phone service;39.7;No;Yes;Two year;No
6661-EIPZC;Female;48;No phone service;29.5;No;No;Month-to-month;No
8957-THMOA;Female;50;No;20.15;No internet service;No internet service;Two year;No
2251-PYLPB;Male;72;Yes;79.55;No;Yes;Two year;No
5555-RNPGT;Male;10;Yes;24.8;No internet service;No internet service;Month-to-month;No
1057-FOGLZ;Female;18;No;19.65;No internet service;No internet service;Month-to-month;No
9300-RENDD;Male;1;No;79.95;Yes;No;Month-to-month;Yes
0761-AETCS;Female;1;No;19.3;No internet service;No internet service;Month-to-month;Yes
8087-LGYHQ;Male;9;No;94.05;Yes;Yes;Month-to-month;No
4137-BTIKL;Male;2;Yes;90.75;No;No;Month-to-month;Yes
2190-BCXEC;Female;40;Yes;78.85;No;No;Month-to-month;No
6227-FBDXH;Male;69;Yes;99.5;Yes;Yes;One year;No
2153-MREFK;Female;37;Yes;99.2;No;Yes;One year;No
2911-WDXMV;Male;18;Yes;80.55;No;Yes;Month-to-month;No
7206-PQBBZ;Male;11;No;70.2;No;No;Month-to-month;No
3106-ULWFW;Female;8;Yes;85.2;No;No;Month-to-month;Yes
0925-VYDLG;Female;3;Yes;75.25;No;No;Month-to-month;Yes
4547-FZJWE;Male;55;No;59.45;No;No;One year;No
7422-WNBTY;Male;33;Yes;93.35;No;Yes;Month-to-month;No
0842-IWYCP;Female;46;No;44.95;No;No;Month-to-month;No
3521-HTQTV;Male;34;Yes;26.1;No internet service;No internet service;Two year;No
3744-ZBHON;Female;3;No;20.2;No internet service;No internet service;Month-to-month;Yes
3373-DIUUN;Male;30;No;21.25;No internet service;No internet service;Two year;No
8383-SGHJU;Female;33;Yes;59.4;No;No;One year;No
7607-QKKTJ;Male;45;Yes;95;No;Yes;One year;No
7707-PYBBH;Male;40;No;61.9;No;No;Month-to-month;No
8984-HPEMB;Female;71;Yes;118.65;Yes;Yes;Two year;No
4349-GFQHK;Male;1;Yes;54.35;No;Yes;Month-to-month;Yes
4139-DETXS;Female;72;No phone service;64.45;Yes;Yes;Two year;No
9779-DPNEJ;Female;22;No;80.15;No;No;Month-to-month;No
9805-FILKB;Male;46;No;20.2;No internet service;No internet service;One year;No
5793-YOLJN;Female;55;No;21;No internet service;No internet service;Two year;No
0673-IGUQO;Male;1;No;20.45;No internet service;No internet service;Month-to-month;Yes
4123-FCVCB;Female;12;Yes;75.85;Yes;No;One year;No
8819-IMISP;Male;31;Yes;80.45;No;No;Month-to-month;No
7802-EFKNY;Male;5;No phone service;24.95;No;No;Month-to-month;Yes
8311-UEUAB;Female;67;Yes;75.5;Yes;No;Two year;No
5858-EAFCZ;Male;1;No;44.45;No;No;Month-to-month;Yes
8035-BUYVG;Male;40;No phone service;42.35;No;Yes;One year;No
1163-ONYEY;Male;41;Yes;74.55;Yes;Yes;Month-to-month;No
9787-XVQIU;Male;1;Yes;75.3;No;No;Month-to-month;Yes
8945-MUQUF;Male;51;Yes;94.8;Yes;No;One year;No
5656-MJEFC;Male;42;No phone service;48.15;Yes;Yes;Two year;No
6082-OQFBA;Male;23;No;19.65;No internet service;No internet service;One year;No
8051-HJRLT;Female;1;No;70.55;No;No;Month-to-month;Yes
8974-OVACP;Female;1;No;20.15;No internet service;No internet service;Month-to-month;Yes
4010-YLMVT;Female;56;Yes;106.6;Yes;No;Month-to-month;No
1379-FRVEB;Male;15;Yes;91;Yes;No;Month-to-month;No
8612-GXIDD;Male;12;Yes;25.4;No internet service;No internet service;Two year;No
6288-CHQJB;Female;54;No;69.95;No;Yes;Two year;No
8160-HOWOX;Female;7;No;66.85;Yes;No;Month-to-month;No
3023-GFLBR;Female;33;Yes;86.15;No;No;Month-to-month;Yes
6648-INWPS;Male;16;No;20.15;No internet service;No internet service;Month-to-month;No
4223-BKEOR;Female;21;No;64.85;No;Yes;One year;No
4079-VTGLK;Male;30;Yes;74.85;Yes;Yes;Two year;No
1763-WQFUK;Male;3;No;50.5;No;No;Month-to-month;Yes
1391-UBDAR;Male;11;No;72.9;No;Yes;Month-to-month;No
8894-JVDCV;Female;62;Yes;115.05;Yes;Yes;One year;No
2023-VQFDL;Male;18;No;19;No internet service;No internet service;Month-to-month;No
1345-GKDZZ;Male;6;No;19.55;No internet service;No internet service;Month-to-month;Yes
2014-MKGMH;Female;46;Yes;101.1;Yes;Yes;One year;No
5628-FCGYG;Male;21;Yes;84.1;No;No;Month-to-month;No
2560-WBWXF;Male;68;Yes;24.15;No internet service;No internet service;Two year;No
0248-IPDFW;Female;1;Yes;50.1;No;No;Month-to-month;Yes
7978-DKUQH;Female;25;No;74.6;No;Yes;Month-to-month;No
4335-UPJSI;Female;24;No;19.75;No internet service;No internet service;Two year;No
0524-IAVZO;Female;30;Yes;85;No;No;Month-to-month;Yes
2737-YNGYW;Female;2;No;80.55;No;No;Month-to-month;Yes
1784-EZDKJ;Male;51;Yes;106.8;Yes;Yes;One year;No
9297-FVVDH;Female;57;Yes;84.5;Yes;Yes;Two year;No
8007-YYPWD;Female;15;Yes;25.05;No internet service;No internet service;Two year;No
7101-HRBLJ;Female;72;No;83.7;Yes;Yes;Two year;No
5159-YFPKQ;Female;2;No;75.8;No;Yes;Month-to-month;Yes
6635-CPNUN;Male;28;Yes;96.6;Yes;Yes;Month-to-month;No
4021-RQSNY;Male;29;Yes;98.5;Yes;Yes;Month-to-month;Yes
5453-YBTWV;Male;70;No;101.1;Yes;Yes;Two year;No
5039-LZRQT;Female;13;No;20.2;No internet service;No internet service;One year;No
2931-VUVJN;Female;59;Yes;94.05;No;Yes;One year;No
9061-TIHDA;Male;13;Yes;95.25;Yes;No;Month-to-month;Yes
8699-ASUFO;Male;7;Yes;74.4;No;No;Month-to-month;Yes
6418-PIQSP;Female;62;No;81;Yes;Yes;Two year;No
8220-OCUFY;Female;21;No;60.25;No;Yes;One year;No
3995-WFCSM;Female;2;No;60.85;No;Yes;Month-to-month;Yes
1895-QTKDO;Female;1;No;43.95;No;No;Month-to-month;Yes
2038-OEQZH;Male;4;No;86.05;No;Yes;Month-to-month;Yes
1178-PZGAB;Female;19;No;20.25;No internet service;No internet service;One year;No
7927-AUXBZ;Female;30;No;85.15;Yes;No;Month-to-month;Yes
2626-VEEWG;Male;67;No;19.4;No internet service;No internet service;Two year;No
2878-RMWXY;Male;72;Yes;102.65;No;Yes;Two year;No
